,Symbol,Name,Price,Change %,Volume,Rel Volume,Market cap,P/E,EPS dil,EPS dil growth,Div yield %,Sector,Analyst Rating
4380,TYRA,"Tyra Biosciences, Inc.",11.61 USD,−4.44%,90.751K,0.70,499.912M USD,—,−1.39 USD,−10.77%,0.00%,Commercial Services,Strong buy
4381,TZOO,Travelzoo,9.78 USD,+3.06%,79.12K,0.87,136.644M USD,12.80,0.76 USD,+839.48%,0.00%,Commercial Services,Strong buy
4382,U,Unity Software Inc.,37.78 USD,+1.97%,11.229M,1.01,14.357B USD,—,−2.33 USD,+13.47%,0.00%,Technology Services,Buy
4383,UA,"Under Armour, Inc.",7.57 USD,0.00%,3.426M,0.97,3.39B USD,8.40,0.90 USD,+34.08%,0.00%,Consumer Non-Durables,Buy
4384,UAL,"United Airlines Holdings, Inc.",41.76 USD,+3.19%,7.199M,1.15,13.698B USD,4.84,8.62 USD,—,0.00%,Transportation,Buy
4385,UAMY,United States Antimony Corporation,0.2472 USD,+0.45%,126.491K,1.03,26.61M USD,—,−0.03 USD,−396.43%,0.00%,Non-Energy Minerals,—
4386,UAN,"CVR Partners, LP",69.55 USD,+0.17%,33.941K,0.70,735.118M USD,2.85,24.39 USD,+2.53%,38.27%,Process Industries,—
4387,UAVS,"AgEagle Aerial Systems, Inc.",0.1041 USD,+3.48%,1.632M,0.76,12.271M USD,—,−0.71 USD,−76.61%,0.00%,Electronic Technology,—
4388,UBCP,"United Bancorp, Inc.",12.59 USD,−3.78%,10.539K,1.10,71.942M USD,8.09,1.56 USD,—,5.28%,Finance,Strong buy
4389,UBER,"Uber Technologies, Inc.",57.58 USD,−0.38%,17.886M,0.78,118.491B USD,116.00,0.50 USD,—,0.00%,Transportation,Strong buy
4390,UBFO,United Security Bancshares,7.56 USD,−3.20%,30.887K,0.74,129.549M USD,6.55,1.15 USD,—,6.08%,Finance,—
4391,UBSI,"United Bankshares, Inc.",37.12 USD,+0.03%,526.222K,0.82,5.009B USD,12.98,2.86 USD,—,3.91%,Finance,Neutral
4392,UBX,"Unity Biotechnology, Inc.",1.88 USD,−2.59%,45.513K,0.27,31.556M USD,—,−3.65 USD,+53.62%,0.00%,Health Technology,Strong buy
4393,UCAR,U Power Limited,0.1446 USD,−0.62%,10.19M,0.63,7.592M USD,—,—,—,0.00%,Consumer Durables,—
4394,UCBI,"United Community Banks, Inc.",28.83 USD,+0.98%,580.839K,1.01,3.43B USD,13.22,2.18 USD,—,3.19%,Finance,Neutral
4395,UCTT,"Ultra Clean Holdings, Inc.",31.35 USD,0.00%,176.434K,0.74,1.405B USD,—,−0.00 USD,−100.12%,0.00%,Producer Manufacturing,Strong buy
4396,UDMY,"Udemy, Inc.",13.10 USD,+1.24%,1.086M,1.26,2.009B USD,—,−0.95 USD,+4.97%,0.00%,Technology Services,Buy
4397,UEC,Uranium Energy Corp.,6.41 USD,−0.62%,5.029M,0.82,2.519B USD,674.74,0.01 USD,−24.00%,0.00%,Non-Energy Minerals,Strong buy
4398,UEIC,Universal Electronics Inc.,8.77 USD,−0.90%,47.501K,0.99,113.59M USD,—,−7.67 USD,−8552.81%,0.00%,Consumer Durables,Neutral
4399,UFCS,"United Fire Group, Inc",21.33 USD,+4.71%,152.411K,1.96,538.91M USD,—,−1.17 USD,−156.22%,3.00%,Finance,Sell
4400,UFI,"Unifi, Inc. New",6.46 USD,−0.62%,56.51K,0.40,117.033M USD,—,−2.87 USD,−3111.31%,0.00%,Process Industries,—
4401,UFPI,"UFP Industries, Inc.",118.18 USD,−0.23%,214.995K,1.05,7.305B USD,13.89,8.51 USD,−22.96%,0.93%,Non-Energy Minerals,Buy
4402,UFPT,"UFP Technologies, Inc.",159.37 USD,−2.03%,57.562K,0.99,1.217B USD,29.35,5.43 USD,+13.37%,0.00%,Process Industries,Strong buy
4403,UG,"United-Guardian, Inc.",7.89 USD,+0.77%,9.567K,0.51,36.247M USD,14.37,0.55 USD,−16.08%,5.20%,Process Industries,—
4404,UGI,UGI Corporation,24.95 USD,+0.44%,3.346M,1.60,5.227B USD,—,−7.19 USD,−245.02%,5.95%,Distribution Services,Buy
4405,UGRO,"urban-gro, Inc.",1.69 USD,−3.98%,100.856K,0.70,19.723M USD,—,−1.65 USD,−50.49%,0.00%,Distribution Services,Strong buy
4406,UHAL,U-Haul Holding Company,67.16 USD,+1.14%,205.421K,1.44,12.786B USD,17.82,3.77 USD,−92.99%,0.00%,Finance,Neutral
4407,UHG,"United Homes Group, Inc",8.79 USD,+0.92%,22.844K,0.37,425.051M USD,7.10,1.24 USD,+157.39%,0.00%,Consumer Durables,—
4408,UHS,"Universal Health Services, Inc.",153.70 USD,+1.00%,660.026K,1.56,9.551B USD,16.13,9.53 USD,−1.96%,0.52%,Health Services,Buy
4409,UI,Ubiquiti Inc.,128.80 USD,+0.81%,87.032K,0.84,7.786B USD,19.36,6.65 USD,+19.84%,1.86%,Electronic Technology,Neutral
4410,UIS,Unisys Corporation New,6.65 USD,+14.07%,1.818M,3.75,454.821M USD,—,−3.77 USD,−3.46%,0.00%,Technology Services,Neutral
4411,U,UK,3.96 USD,−8.33%,70.044K,0.22,2.149M USD,—,−2.57 USD,+98.15%,0.00%,Finance,—
4412,ULBI,Ultralife Corporation,6.48 USD,−1.45%,43.33K,0.84,105.802M USD,25.57,0.25 USD,—,0.00%,Producer Manufacturing,—
4413,ULCC,"Frontier Group Holdings, Inc.",5.06 USD,+0.60%,2.108M,0.88,1.119B USD,17.42,0.29 USD,—,0.00%,Transportation,Neutral
4414,ULH,"Universal Logistics Holdings, Inc.",27.92 USD,+0.40%,44.037K,1.45,733.856M USD,7.00,3.99 USD,−29.99%,1.50%,Transportation,Neutral
4415,ULTA,"Ulta Beauty, Inc.",471.12 USD,+0.47%,473.737K,0.98,22.878B USD,19.11,24.65 USD,+8.37%,0.00%,Retail Trade,Buy
4416,U,ULY,2.72 USD,−1.09%,28.608K,0.22,—,—,—,—,—,Technology Services,Strong buy
4417,UMBF,UMB Financial Corporation,81.30 USD,+0.27%,191.885K,0.83,3.946B USD,10.45,7.78 USD,—,1.88%,Finance,Buy
4418,UNB,"Union Bankshares, Inc.",31.41 USD,−1.78%,5.637K,1.34,141.572M USD,12.20,2.57 USD,—,4.58%,Finance,—
4419,UNCY,"Unicycive Therapeutics, Inc.",0.8400 USD,+1.22%,97.508K,0.36,29.194M USD,—,−1.73 USD,−68.25%,0.00%,Commercial Services,Strong buy
4420,UNF,Unifirst Corporation,161.56 USD,−1.10%,290.66K,3.32,2.905B USD,27.06,5.97 USD,+8.52%,0.78%,Consumer Services,Neutral
4421,UNFI,"United Natural Foods, Inc.",15.34 USD,−0.65%,613.146K,1.15,911.318M USD,—,−1.40 USD,−135.91%,0.00%,Distribution Services,Neutral
4422,UNH,UnitedHealth Group Incorporated,537.38 USD,−1.47%,2.816M,1.14,497.036B USD,23.32,23.04 USD,+12.84%,1.36%,Health Services,Buy
4423,UNM,Unum Group,45.84 USD,−0.74%,2.515M,2.70,8.941B USD,7.40,6.20 USD,+5.11%,3.03%,Finance,Buy
4424,UNP,Union Pacific Corporation,239.91 USD,−0.48%,2.317M,1.16,146.249B USD,23.04,10.41 USD,−7.13%,2.17%,Transportation,Buy
4425,UNTY,"Unity Bancorp, Inc.",28.57 USD,+1.10%,24.77K,1.06,287.349M USD,7.50,3.81 USD,—,1.68%,Finance,Strong buy
4426,UONE,"Urban One, Inc.",4.06 USD,+0.74%,90.121K,2.13,186.5M USD,—,—,—,0.00%,Consumer Services,—
4427,UP,Wheels Up Experience Inc.,4.93 USD,+17.38%,1.995M,0.56,3.435B USD,—,−19.83 USD,−19.36%,0.00%,Transportation,—
4428,UPBD,"Upbound Group, Inc.",32.78 USD,+0.31%,352.285K,0.92,1.78B USD,240.15,0.14 USD,−54.26%,4.24%,Finance,Buy
4429,UPC,Universe Pharmaceuticals Inc,1.67 USD,+11.22%,4.325K,0.11,6.089M USD,—,—,—,0.00%,Health Technology,—
4430,UPLD,"Upland Software, Inc.",4.10 USD,−1.91%,185.357K,0.94,128.696M USD,—,−5.95 USD,−249.01%,0.00%,Technology Services,Neutral
4431,UPS,"United Parcel Service, Inc.",158.72 USD,+1.10%,2.537M,0.78,135.218B USD,16.06,9.89 USD,−22.54%,4.08%,Transportation,Buy
4432,UPST,"Upstart Holdings, Inc.",33.24 USD,−2.09%,7.73M,0.74,2.827B USD,—,−3.07 USD,−2801.14%,0.00%,Technology Services,Sell
4433,UPWK,Upwork Inc.,14.05 USD,+1.15%,1.372M,0.87,1.912B USD,—,−0.19 USD,+74.27%,0.00%,Commercial Services,Buy
4434,UPXI,"Upexi, Inc.",1.23 USD,−4.65%,45.867K,0.75,24.977M USD,—,−0.80 USD,−155.45%,0.00%,Health Technology,Strong buy
4435,URBN,"Urban Outfitters, Inc.",34.38 USD,−1.86%,2.226M,1.60,3.19B USD,11.93,2.88 USD,+62.19%,0.00%,Retail Trade,Neutral
4436,URGN,UroGen Pharma Ltd.,13.81 USD,−1.99%,178.849K,0.69,425.445M USD,—,−4.23 USD,+12.51%,0.00%,Health Technology,Strong buy
4437,URI,"United Rentals, Inc.",541.39 USD,−1.36%,670.875K,1.20,36.696B USD,15.69,34.50 USD,+26.82%,1.09%,Finance,Neutral
4438,USAC,"USA Compression Partners, LP",24.57 USD,+0.57%,172.448K,0.25,2.415B USD,164.24,0.15 USD,—,8.55%,Industrial Services,Sell
4439,USAP,"Universal Stainless & Alloy Products, Inc.",19.72 USD,+5.51%,145.153K,1.90,179.22M USD,—,−0.17 USD,+74.55%,0.00%,Non-Energy Minerals,Strong buy
4440,USAU,U.S. Gold Corp.,4.11 USD,−2.61%,28.618K,0.64,38.356M USD,—,−0.78 USD,+38.79%,0.00%,Non-Energy Minerals,Strong buy
4441,USB,U.S. Bancorp,43.81 USD,+1.39%,7.617M,1.00,68.213B USD,13.06,3.35 USD,—,4.41%,Finance,Buy
4442,USCB,"USCB Financial Holdings, Inc.",12.44 USD,+1.97%,57.502K,0.71,243.106M USD,13.53,0.92 USD,—,0.00%,Finance,Buy
4443,USCT,Roth CH Acquisition Co.,10.95 USD,−1.44%,205,0.01,86.169M USD,79.35,0.14 USD,−78.14%,0.00%,Finance,—
4444,USEA,United Maritime Corporation,2.57 USD,−0.17%,40.535K,0.55,22.815M USD,0.76,3.37 USD,—,11.69%,Transportation,—
4445,USEG,U.S. Energy Corp.,1.06 USD,0.00%,57.16K,0.62,27.037M USD,—,−0.57 USD,−96.77%,8.49%,Energy Minerals,Buy
4446,USFD,US Foods Holding Corp.,46.73 USD,+1.76%,2.267M,1.88,11.489B USD,26.40,1.77 USD,+106.28%,0.00%,Distribution Services,Buy
4447,USGO,U.S. GoldMining Inc.,7.00 USD,−1.41%,3.735K,0.78,86.791M USD,—,—,—,0.00%,Non-Energy Minerals,Strong buy
4448,USIO,"Usio, Inc.",1.73 USD,−2.26%,45.414K,0.66,45.512M USD,—,−0.03 USD,+86.60%,0.00%,Finance,Buy
4449,USLM,"United States Lime & Minerals, Inc.",217.22 USD,−2.54%,10.08K,1.07,1.238B USD,18.12,11.99 USD,+61.08%,0.37%,Non-Energy Minerals,—
4450,USM,United States Cellular Corporation,42.23 USD,+2.60%,177.244K,0.81,3.59B USD,286.69,0.15 USD,−84.87%,0.00%,Communications,Neutral
4451,USNA,"USANA Health Sciences, Inc.",50.61 USD,−1.69%,67.567K,1.01,968.16M USD,16.37,3.09 USD,−21.88%,0.00%,Health Technology,Neutral
4452,USPH,"U.S. Physical Therapy, Inc.",92.79 USD,−0.57%,68.297K,0.91,1.391B USD,54.23,1.71 USD,−42.86%,1.85%,Health Services,Strong buy
4453,UTHR,United Therapeutics Corporation,229.40 USD,−0.31%,265.052K,0.55,10.78B USD,12.64,18.15 USD,+23.46%,0.00%,Health Technology,Buy
4454,UTI,Universal Technical Institute Inc,12.86 USD,+0.08%,361.507K,1.06,438.199M USD,115.96,0.11 USD,−70.12%,0.00%,Commercial Services,Strong buy
4455,UTL,UNITIL Corporation,52.03 USD,−1.66%,59.046K,1.39,837.592M USD,18.85,2.76 USD,+6.59%,3.11%,Utilities,Buy
4456,UTMD,"Utah Medical Products, Inc.",80.87 USD,+0.27%,17.841K,1.61,293.52M USD,17.40,4.65 USD,+5.80%,1.47%,Health Technology,—
4457,U,UTRS,1.12 USD,+17.89%,11.392K,0.14,—,—,—,—,—,—,—
4458,UTSI,UTStarcom Holdings Corp,3.29 USD,−1.79%,1.398K,0.40,29.853M USD,—,−0.60 USD,+52.77%,0.00%,Electronic Technology,—
4459,UTZ,Utz Brands Inc,17.17 USD,−0.64%,1.454M,1.74,2.412B USD,83.07,0.21 USD,—,1.33%,Consumer Non-Durables,Buy
4460,UUU,"Universal Security Instruments, Inc.",1.76 USD,+4.76%,32.87K,0.20,4.071M USD,6.73,0.26 USD,—,0.00%,Electronic Technology,—
4461,UUUU,Energy Fuels Inc,6.72 USD,−2.75%,2.647M,0.83,1.084B USD,10.57,0.64 USD,—,0.00%,Non-Energy Minerals,Strong buy
4462,UVE,UNIVERSAL INSURANCE HOLDINGS INC,16.62 USD,+0.79%,281.361K,1.30,485.068M USD,7.09,2.34 USD,—,3.85%,Finance,Buy
4463,UVSP,Univest Financial Corporation,20.99 USD,−0.24%,183.511K,2.12,619.376M USD,7.87,2.67 USD,—,4.00%,Finance,Neutral
4464,UVV,Universal Corporation,62.76 USD,−3.77%,155.784K,1.05,1.541B USD,12.91,4.86 USD,+35.71%,5.07%,Consumer Non-Durables,—
4465,UWMC,UWM Holdings Corporation,6.68 USD,+1.83%,1.075M,0.76,10.659B USD,—,−0.04 USD,−107.11%,5.99%,Finance,Neutral
4466,V,Visa Inc.,259.69 USD,+0.03%,3.749M,0.83,522B USD,31.86,8.15 USD,+19.04%,0.72%,Commercial Services,Buy
4467,VABK,Virginia National Bankshares Corporation,35.20 USD,−0.65%,17.092K,0.68,188.883M USD,8.17,4.31 USD,—,3.75%,Finance,—
4468,VAC,Marriott Vacations Worldwide Corporation,86.14 USD,+1.10%,695.271K,1.35,3.059B USD,11.72,7.35 USD,−9.14%,3.39%,Consumer Services,Buy
4469,VAL,Valaris Limited,68.40 USD,+0.93%,525.08K,0.98,4.986B USD,87.18,0.78 USD,−66.36%,0.00%,Industrial Services,Strong buy
4470,VALU,"Value Line, Inc.",46.52 USD,−1.65%,1.906K,0.76,438.543M USD,24.91,1.87 USD,−2.55%,2.34%,Consumer Services,—
4471,VANI,"Vivani Medical, Inc.",1.05 USD,−1.87%,19.384K,0.17,53.576M USD,—,−0.45 USD,+2.16%,0.00%,Health Technology,Strong buy
4472,VAQC,Vector Acquisition Corporation II,10.90 USD,+2.83%,30.755K,17.62,177.199M USD,65.90,0.17 USD,+425.08%,0.00%,Finance,—
4473,VATE,INNOVATE Corp.,1.08 USD,−2.70%,320.034K,1.79,85.574M USD,—,−0.45 USD,+10.78%,0.00%,Industrial Services,—
4474,VAXX,"Vaxxinity, Inc.",0.7651 USD,−0.68%,135.316K,0.28,96.973M USD,—,−0.52 USD,+36.21%,0.00%,Health Technology,Buy
4475,VBFC,Village Bank and Trust Financial Corp.,40.02 USD,+0.40%,365,0.23,59.423M USD,24.82,1.61 USD,—,1.65%,Finance,—
4476,VBIV,"VBI Vaccines, Inc.",0.6215 USD,+0.18%,29.851K,0.26,14.722M USD,—,−11.87 USD,+7.95%,0.00%,Health Technology,Buy
4477,VBTX,"Veritex Holdings, Inc.",22.57 USD,−1.01%,343.284K,1.25,1.226B USD,8.52,2.65 USD,—,3.54%,Finance,Buy
4478,VC,Visteon Corporation,115.53 USD,−0.58%,305.311K,1.25,3.213B USD,21.47,5.38 USD,+26.48%,0.00%,Producer Manufacturing,Buy
4479,VCEL,Vericel Corporation,32.52 USD,−4.35%,1.339M,2.02,1.552B USD,—,−0.22 USD,+43.52%,0.00%,Health Technology,Strong buy
4480,VCIG,VCI Global Limited,2.04 USD,+9.09%,62.732K,0.85,75.089M USD,—,—,—,0.00%,Commercial Services,—
4481,V,VCNX,0.7190 USD,0.00%,29.813K,0.33,8.983M USD,—,−5.99 USD,+21.12%,0.00%,Health Technology,—
4482,V,VCSA,7.53 USD,−5.52%,27.258K,0.66,189.674M USD,—,−34.45 USD,−1213.40%,0.00%,Finance,Neutral
4483,VCTR,"Victory Capital Holdings, Inc. Class A Common Stock",33.23 USD,−0.95%,708.086K,1.92,2.193B USD,10.92,3.04 USD,−24.14%,3.85%,Finance,Buy
4484,VCYT,"Veracyte, Inc.",25.73 USD,+0.74%,549.662K,1.17,1.879B USD,—,−0.69 USD,−13.54%,0.00%,Health Technology,Buy
4485,VECO,Veeco Instruments Inc.,28.55 USD,−0.59%,444.479K,1.38,1.609B USD,28.98,0.99 USD,+22.05%,0.00%,Electronic Technology,Buy
4486,VEEE,Twin Vee PowerCats Co.,1.39 USD,0.00%,2.348K,0.12,13.233M USD,—,−0.79 USD,−69.64%,0.00%,Consumer Durables,—
4487,VEEV,Veeva Systems Inc.,185.69 USD,−0.23%,708.618K,0.63,29.899B USD,53.34,3.48 USD,+42.55%,0.00%,Technology Services,Buy
4488,VEL,"Velocity Financial, Inc.",15.43 USD,+2.39%,11.478K,0.36,505.826M USD,12.37,1.25 USD,+34.23%,0.00%,Finance,Buy
4489,VERA,"Vera Therapeutics, Inc.",15.53 USD,+0.19%,206.947K,0.56,690.044M USD,—,−2.87 USD,+2.66%,0.00%,Health Technology,Strong buy
4490,VERB,"Verb Technology Company, Inc.",0.1407 USD,−13.42%,7.812M,3.84,2.72M USD,—,−10.95 USD,+12.11%,0.00%,Technology Services,Strong buy
4491,VERI,"Veritone, Inc.",1.66 USD,−4.05%,279.57K,0.75,61.635M USD,—,−2.14 USD,−44.30%,0.00%,Commercial Services,Sell
4492,VERO,Venus Concept Inc.,1.15 USD,+2.35%,6.732K,0.71,6.359M USD,—,−6.96 USD,+22.78%,0.00%,Health Technology,Buy
4493,VERU,Veru Inc.,0.5860 USD,−9.72%,2.588M,1.89,81.751M USD,—,−1.13 USD,−8.19%,0.00%,Health Technology,Strong buy
4494,VERV,"Verve Therapeutics, Inc.",13.32 USD,−2.13%,1.077M,0.97,1.046B USD,—,−3.10 USD,−6.89%,0.00%,Health Technology,Strong buy
4495,VERX,"Vertex, Inc.",25.26 USD,−1.06%,545.278K,1.32,3.864B USD,—,−0.22 USD,−338.43%,0.00%,Technology Services,Buy
4496,VERY,"Vericity, Inc.",11.22 USD,−0.18%,2.25K,0.72,166.898M USD,—,−1.02 USD,+10.01%,0.00%,Finance,—
4497,VFC,V.F. Corporation,16.90 USD,−0.24%,5.262M,0.89,6.572B USD,—,−0.55 USD,−151.43%,5.86%,Consumer Non-Durables,Buy
4498,VFF,"Village Farms International, Inc.",0.7899 USD,−1.14%,394.18K,0.63,87.078M USD,—,−0.63 USD,−12.20%,0.00%,Miscellaneous,Strong buy
4499,VFS,VinFast Auto Ltd.,7.02 USD,−0.71%,1.94M,0.48,16.411B USD,—,−0.33 USD,−369.28%,0.00%,Consumer Durables,Strong buy
4500,VGAS,"Verde Clean Fuels, Inc.",2.31 USD,−3.35%,9.797K,0.84,73.661M USD,—,−0.35 USD,−129.50%,0.00%,Process Industries,—
4501,VGR,Vector Group Ltd.,11.35 USD,−0.35%,593.539K,0.90,1.77B USD,10.34,1.10 USD,+10.30%,7.05%,Consumer Non-Durables,Buy
4502,VGZ,Vista Gold Corp,0.4368 USD,−0.95%,168.193K,0.63,52.891M USD,—,—,—,—,Non-Energy Minerals,Strong buy
4503,VHAQ,Viveon Health Acquisition Corp.,11.40 USD,0.00%,12.7K,0.26,75.795M USD,—,—,—,0.00%,Finance,—
4504,VHC,VirnetX Holding Corp,6.08 USD,−4.55%,18.583K,1.02,22M USD,—,−12.58 USD,−106.96%,0.00%,Technology Services,—
4505,VHI,"Valhi, Inc.",15.54 USD,+10.53%,67.97K,9.24,439.603M USD,—,−0.89 USD,−116.75%,2.06%,Process Industries,—
4506,VIA,"Via Renewables, Inc.",10.70 USD,0.00%,113.663K,1.94,77.39M USD,—,−1.76 USD,−338.94%,33.88%,Utilities,—
4507,VIAV,Viavi Solutions Inc.,9.61 USD,−0.31%,1.201M,0.72,2.137B USD,835.65,0.01 USD,−97.37%,0.00%,Technology Services,Buy
4508,VICR,Vicor Corporation,38.36 USD,−0.34%,390.427K,1.67,1.705B USD,32.57,1.18 USD,+100.39%,0.00%,Electronic Technology,Buy
4509,VIEW,"View, Inc.",2.33 USD,−21.55%,267.449K,0.71,9.476M USD,—,−67.86 USD,+0.65%,0.00%,Process Industries,Neutral
4510,VIGL,"Vigil Neuroscience, Inc.",3.31 USD,+0.30%,47.421K,0.20,118.754M USD,—,−2.04 USD,+79.55%,0.00%,Health Technology,Buy
4511,VINC,"Vincerx Pharma, Inc.",1.18 USD,−8.53%,109.396K,0.64,25.229M USD,—,−2.30 USD,+17.04%,0.00%,Health Technology,Strong buy
4512,VINE,"Fresh Vine Wine, Inc.",0.9000 USD,+2.27%,155.012K,0.75,14.379M USD,—,−0.83 USD,+16.04%,0.00%,Consumer Non-Durables,—
4513,V,VINO,0.5202 USD,−6.42%,36.407K,0.31,1.368M USD,—,−7.02 USD,+79.78%,0.00%,Finance,—
4514,VINP,Vinci Partners Investments Ltd.,10.70 USD,+0.47%,2.205M,31.03,576.161M USD,—,—,—,0.01%,Finance,Strong buy
4515,VIR,"Vir Biotechnology, Inc.",10.03 USD,−2.34%,585.096K,0.65,1.349B USD,—,−4.49 USD,−152.80%,0.00%,Health Technology,Strong buy
4516,VIRC,Virco Manufacturing Corporation,12.44 USD,−2.20%,373.751K,1.00,203.361M USD,7.17,1.73 USD,—,0.16%,Producer Manufacturing,Strong buy
4517,VIRI,"Virios Therapeutics, Inc.",0.5390 USD,−0.20%,112.534K,0.60,10.38M USD,—,−0.34 USD,+80.59%,0.00%,Health Technology,Neutral
4518,VIRT,"Virtu Financial, Inc.",20.73 USD,+0.44%,684.457K,1.14,3.3B USD,12.77,1.62 USD,−46.43%,4.63%,Finance,Buy
4519,VIRX,"Viracta Therapeutics, Inc.",0.6000 USD,−0.89%,105.422K,0.54,23.175M USD,—,−1.23 USD,+7.82%,0.00%,Health Technology,Strong buy
4520,VISL,"Vislink Technologies, Inc.",3.72 USD,0.00%,1.848K,0.22,8.882M USD,—,−5.17 USD,+44.87%,0.00%,Distribution Services,Strong buy
4521,VITL,"Vital Farms, Inc.",15.35 USD,−0.20%,153.361K,0.83,638.595M USD,32.87,0.47 USD,—,0.00%,Process Industries,Buy
4522,VIVK,"Vivakor, Inc.",1.02 USD,−1.90%,2.765K,0.20,26.75M USD,—,−1.07 USD,−56.61%,0.00%,Process Industries,—
4523,VKTX,"Viking Therapeutics, Inc.",18.19 USD,−2.10%,2.329M,1.10,1.82B USD,—,−0.92 USD,−15.32%,0.00%,Health Technology,Strong buy
4524,V,VLCN,0.1000 USD,−3.85%,7.164M,0.25,1.283M USD,—,−9.17 USD,+7.58%,0.00%,Consumer Durables,—
4525,VLD,"Velo3D, Inc.",0.3446 USD,−3.96%,5.697M,0.60,73.402M USD,—,−0.29 USD,−38.13%,0.00%,Producer Manufacturing,Strong buy
4526,VLGEA,"Village Super Market, Inc.",25.64 USD,−0.27%,45.203K,1.50,341.874M USD,7.38,3.48 USD,+59.81%,3.90%,Retail Trade,—
4527,VLN,Valens Semiconductor Ltd.,2.41 USD,−0.41%,108.81K,0.70,238.292M USD,—,−0.29 USD,−1.34%,0.00%,Electronic Technology,Strong buy
4528,VLO,Valero Energy Corporation,129.00 USD,−1.01%,2.958M,1.19,43.918B USD,4.40,29.33 USD,+25.07%,3.16%,Energy Minerals,Buy
4529,V,VLTO,76.90 USD,+0.38%,1.899M,1.85,18.941B USD,—,—,—,0.12%,Technology Services,Buy
4530,VLY,Valley National Bancorp,10.48 USD,+0.29%,2.838M,0.97,5.321B USD,9.06,1.16 USD,—,4.20%,Finance,Buy
4531,VMAR,Vision Marine Technologies Inc.,0.9499 USD,−1.56%,194.796K,1.71,11.066M USD,—,−1.71 USD,−33.26%,0.00%,Consumer Durables,Strong buy
4532,VMC,Vulcan Materials Company (Holding Company),221.62 USD,+0.43%,618.683K,1.08,29.447B USD,35.92,6.17 USD,+38.70%,0.78%,Non-Energy Minerals,Buy
4533,VMCA,Valuence Merger Corp. I,11.19 USD,+0.45%,22.938K,1.81,69.498M USD,52.00,0.22 USD,—,0.00%,Finance,—
4534,VMD,"Viemed Healthcare, Inc.",7.34 USD,−2.00%,101.671K,0.85,282.509M USD,32.29,0.23 USD,+26.69%,0.00%,Health Services,Strong buy
4535,VMEO,"Vimeo, Inc.",3.72 USD,−1.33%,1.305M,1.54,620.729M USD,75.92,0.05 USD,—,0.00%,Technology Services,Buy
4536,VMI,"Valmont Industries, Inc.",229.57 USD,+1.84%,196.328K,1.41,4.796B USD,31.90,7.20 USD,−34.68%,1.05%,Producer Manufacturing,Buy
4537,VNCE,Vince Holding Corp.,3.35 USD,+4.04%,15.764K,0.12,41.884M USD,2.20,1.52 USD,—,0.00%,Consumer Non-Durables,—
4538,VNDA,Vanda Pharmaceuticals Inc.,4.19 USD,−0.95%,848.127K,0.87,241.059M USD,20.40,0.21 USD,+83.72%,0.00%,Health Technology,Neutral
4539,V,VNOM,31.43 USD,−0.57%,465.822K,0.64,5.59B USD,13.67,2.30 USD,+3.77%,5.57%,Energy Minerals,Strong buy
4540,VNRX,VolitionRX Limited,0.9541 USD,+0.43%,153.834K,0.25,75.074M USD,—,−0.52 USD,+9.24%,0.00%,Health Technology,Buy
4541,VNT,Vontier Corporation,33.67 USD,+0.72%,758.246K,1.23,5.196B USD,15.56,2.16 USD,−19.40%,0.30%,Transportation,Buy
4542,VOC,VOC Energy Trust,7.49 USD,+0.94%,24.515K,0.29,127.33M USD,7.24,1.03 USD,−6.76%,11.95%,Miscellaneous,—
4543,VOR,Vor Biopharma Inc.,2.21 USD,+9.95%,184.467K,1.19,149.851M USD,—,−1.88 USD,+18.38%,0.00%,Health Technology,Strong buy
4544,VOXX,VOXX International Corporation,9.51 USD,−2.26%,45.312K,1.76,215.355M USD,—,−1.42 USD,+18.00%,0.00%,Electronic Technology,—
4545,VOYA,"Voya Financial, Inc.",74.08 USD,+2.02%,752.81K,1.37,7.739B USD,12.15,6.10 USD,+2.64%,1.62%,Finance,Strong buy
4546,VPG,"Vishay Precision Group, Inc.",31.42 USD,−1.13%,63.209K,0.97,425.213M USD,14.17,2.22 USD,−8.52%,0.00%,Electronic Technology,Strong buy
4547,VRA,"Vera Bradley, Inc.",7.09 USD,−2.07%,491.179K,1.56,218.563M USD,—,−0.60 USD,+28.47%,0.00%,Consumer Non-Durables,Strong buy
4548,VRAR,"The Glimpse Group, Inc.",1.20 USD,+2.56%,34.586K,0.67,20.048M USD,—,−1.63 USD,−118.30%,0.00%,Technology Services,Strong buy
4549,V,VRAX,1.27 USD,+0.79%,59.338K,0.16,2.301M USD,—,—,—,0.00%,Finance,—
4550,VRCA,Verrica Pharmaceuticals Inc.,6.72 USD,+0.30%,170.909K,0.29,282.674M USD,—,−1.08 USD,−5.20%,0.00%,Health Technology,Strong buy
4551,VRDN,"Viridian Therapeutics, Inc.",21.22 USD,−3.55%,522.921K,0.63,1.116B USD,—,−5.11 USD,−21.27%,0.00%,Health Technology,Strong buy
4552,VREX,Varex Imaging Corporation,19.58 USD,−1.46%,270.431K,0.85,793.569M USD,19.78,0.99 USD,+34.72%,0.00%,Health Technology,Buy
4553,VRM,"Vroom, Inc.",0.5120 USD,−8.57%,3.154M,1.04,73.372M USD,—,−1.44 USD,+67.31%,0.00%,Retail Trade,Neutral
4554,VRME,"VerifyMe, Inc.",1.08 USD,−6.09%,31.245K,0.44,10.791M USD,—,−0.34 USD,+82.20%,0.00%,Technology Services,Strong buy
